scientific name,sort v2021
Odontophorus gujanensis rufogularis,1053.0
Odontophorus gujanensis pachyrhynchus,1054.0
Odontophorus gujanensis simonsi,1055.0
Odontophorus capueira,1056.0
Odontophorus capueira plumbeicollis,1057.0
Odontophorus capueira capueira,1058.0
Odontophorus melanotis,1059.0
Odontophorus melanotis verecundus,1060.0
Odontophorus melanotis melanotis,1061.0
Odontophorus atrifrons,1062.0
Odontophorus atrifrons atrifrons,1063.0
Odontophorus atrifrons variegatus,1064.0
Odontophorus atrifrons navai,1065.0
Odontophorus erythrops,1066.0
Odontophorus erythrops parambae,1067.0
Odontophorus erythrops erythrops,1068.0
Odontophorus hyperythrus,1069.0
Odontophorus melanonotus,1070.0
Odontophorus speciosus,1071.0
Odontophorus speciosus soderstromii,1072.0
Odontophorus speciosus speciosus,1073.0
Odontophorus speciosus loricatus,1074.0
Odontophorus dialeucos,1075.0
Odontophorus strophium,1076.0
Odontophorus columbianus,1077.0
Odontophorus leucolaemus,1078.0
Odontophorus balliviani,1079.0
Odontophorus stellatus,1080.0
Odontophorus guttatus,1081.0
Xenoperdix udzungwensis,1084.0
Xenoperdix udzungwensis udzungwensis,1085.0
Xenoperdix udzungwensis obscuratus,1086.0
Caloperdix oculeus,1087.0
Caloperdix oculeus oculeus,1088.0
Caloperdix oculeus ocellatus,1089.0
Caloperdix oculeus borneensis,1090.0
Rollulus rouloul,1091.0
Melanoperdix niger,1092.0
Melanoperdix niger niger,1093.0
Melanoperdix niger borneensis,1094.0
Arborophila torqueola,1095.0
Arborophila torqueola millardi,1096.0
Arborophila torqueola torqueola,1097.0
Arborophila torqueola interstincta,1097.5
Arborophila torqueola batemani,1098.0
Arborophila torqueola griseata,1099.0
Arborophila rufipectus,1100.0
Arborophila mandellii,1101.0
Arborophila gingica,1102.0
Arborophila gingica guangxiensis,1103.0
Arborophila gingica gingica,1104.0
Arborophila rufogularis,1105.0
Arborophila rufogularis rufogularis,1106.0
Arborophila rufogularis intermedia,1107.0
Arborophila rufogularis tickelli,1108.0
Arborophila rufogularis euroa,1109.0
Arborophila rufogularis guttata,1110.0
Arborophila rufogularis annamensis,1111.0
Arborophila rubrirostris,1112.0
Arborophila cambodiana,1113.0
Arborophila cambodiana diversa,1114.0
Arborophila cambodiana cambodiana/chandamonyi,1115.0
Arborophila cambodiana cambodiana,1116.0
Arborophila cambodiana chandamonyi,1117.0
Arborophila ardens,1118.0
Arborophila crudigularis,1119.0
Arborophila atrogularis,1120.0
Arborophila brunneopectus,1121.0
Arborophila brunneopectus brunneopectus,1122.0
Arborophila brunneopectus henrici,1123.0
Arborophila brunneopectus albigula,1124.0
Arborophila davidi,1125.0
Arborophila hyperythra,1126.0
Arborophila hyperythra hyperythra,1127.0
Arborophila hyperythra erythrophrys,1128.0
Arborophila campbelli,1129.0
Arborophila rolli,1130.0
Arborophila sumatrana,1131.0
Arborophila javanica,1133.0
Arborophila javanica javanica,1134.0
Arborophila javanica lawuana,1135.0
Arborophila orientalis,1136.0
Lerwa lerwa,1137.0
Ithaginis cruentus,1138.0
Ithaginis cruentus cruentus,1139.0
Ithaginis cruentus affinis,1140.0
Ithaginis cruentus tibetanus,1141.0
Ithaginis cruentus kuseri,1142.0
Ithaginis cruentus geoffroyi,1143.0
Ithaginis cruentus marionae,1144.0
Ithaginis cruentus rocki,1145.0
Ithaginis cruentus holoptilus,1146.0
Ithaginis cruentus clarkei,1147.0
Ithaginis cruentus michaelis,1148.0
Ithaginis cruentus beicki,1149.0
Ithaginis cruentus berezowskii,1150.0
Ithaginis cruentus annae,1151.0
Ithaginis cruentus sinensis,1152.0
Tragopan melanocephalus,1153.0
Tragopan satyra,1154.0
Tragopan blythii,1155.0
Tragopan blythii blythii,1156.0
Tragopan blythii molesworthi,1157.0
Tragopan temminckii,1158.0
Tragopan caboti,1159.0
Tragopan caboti caboti,1160.0
Tragopan caboti guangxiensis,1161.0
Tetraophasis obscurus,1162.0
Tetraophasis szechenyii,1163.0
Lophophorus impejanus,1164.0
Lophophorus sclateri,1165.0
Lophophorus sclateri arunachalensis,1167.0
Lophophorus sclateri sclateri,1166.0
Lophophorus sclateri orientalis,
Lophophorus lhuysii,1168.0
Pucrasia macrolopha,1169.0
Pucrasia macrolopha castanea,1170.0
Pucrasia macrolopha biddulphi,1171.0
Pucrasia macrolopha macrolopha,1173.0
Pucrasia macrolopha nipalensis,1174.0
Pucrasia macrolopha meyeri,1175.0
Pucrasia macrolopha ruficollis,1176.0
Pucrasia macrolopha xanthospila,1177.0
Pucrasia macrolopha joretiana,1178.0
Pucrasia macrolopha darwini,1179.0
Meleagris gallopavo,1180.0
Meleagris gallopavo silvestris,1181.0
Meleagris gallopavo osceola,1182.0
Meleagris gallopavo intermedia,1183.0
Meleagris gallopavo merriami,1184.0
Meleagris gallopavo mexicana,1185.0
Meleagris gallopavo gallopavo,1186.0
Meleagris ocellata,1188.0
Bonasa umbellus,1189.0
Bonasa umbellus yukonensis,1190.0
Bonasa umbellus umbelloides,1191.0
Bonasa umbellus labradorensis,1192.0
Bonasa umbellus sabini,1193.0
Bonasa umbellus brunnescens,1194.0
Bonasa umbellus castanea,1195.0
Bonasa umbellus affinis,1196.0
Bonasa umbellus phaios,1197.0
Bonasa umbellus incana,1198.0
Bonasa umbellus mediana,1199.0
Bonasa umbellus togata,1200.0
Bonasa umbellus thayeri,1201.0
Bonasa umbellus umbellus,1202.0
Bonasa umbellus monticola,1203.0
Tetrastes bonasia,1204.0
Tetrastes bonasia styriacus,1205.0
Tetrastes bonasia rhenanus,1206.0
Tetrastes bonasia rupestris,1207.0
Tetrastes bonasia schiebeli,1208.0
Tetrastes bonasia volgensis,1209.0
Tetrastes bonasia bonasia,1210.0
Tetrastes bonasia griseonota,1211.0
Tetrastes bonasia sibiricus,1212.0
Tetrastes bonasia kolymensis,1213.0
Tetrastes bonasia amurensis,1214.0
Tetrastes bonasia yamashinai,1215.0
Tetrastes bonasia vicinitas,1216.0
Tetrastes sewerzowi,1217.0
Centrocercus urophasianus,1218.0
Centrocercus minimus,1219.0
Dendragapus obscurus,1221.0
Dendragapus obscurus richardsonii,1222.0
Dendragapus obscurus pallidus,1223.0
Dendragapus obscurus oreinus,1224.0
Dendragapus obscurus obscurus,1225.0
Dendragapus fuliginosus,1226.0
Dendragapus fuliginosus fuliginosus,1227.0
Dendragapus fuliginosus sitkensis,1228.0
Dendragapus fuliginosus sierrae,1229.0
Dendragapus fuliginosus howardi,1230.0
Tympanuchus phasianellus,1232.0
Tympanuchus phasianellus caurus,1233.0
Tympanuchus phasianellus kennicotti,1234.0
Tympanuchus phasianellus phasianellus,1235.0
Tympanuchus phasianellus campestris,1236.0
Tympanuchus phasianellus jamesi,1237.0
Tympanuchus phasianellus columbianus,1238.0
Tympanuchus cupido,1241.0
Tympanuchus cupido pinnatus,1242.0
Tympanuchus cupido cupido,1243.0
Tympanuchus cupido attwateri,1244.0
Tympanuchus pallidicinctus,1246.0
Lagopus leucura,1249.0
Lagopus leucura peninsularis,1250.0
Lagopus leucura leucura,1251.0
Lagopus leucura saxatilis,1252.0
Lagopus leucura rainierensis,1253.0
Lagopus leucura altipetens,1254.0
Lagopus lagopus,1255.0
Lagopus lagopus scotica,1256.0
Lagopus lagopus [lagopus Group],1257.0
Lagopus lagopus variegata,1258.0
Lagopus lagopus lagopus,1259.0
Lagopus lagopus rossica,1260.0
Lagopus lagopus birulai,1261.0
Lagopus lagopus koreni,1262.0
Lagopus lagopus kamtschatkensis,1263.0
Lagopus lagopus maior,1264.0
Lagopus lagopus brevirostris,1265.0
Lagopus lagopus kozlowae,1266.0
Lagopus lagopus sserebrowsky,1267.0
Lagopus lagopus okadai,1268.0
Lagopus lagopus muriei,1269.0
Lagopus lagopus alexandrae,1270.0
Lagopus lagopus alascensis,1271.0
Lagopus lagopus leucoptera,1272.0
Lagopus lagopus alba,1273.0
Lagopus lagopus ungavus,1274.0
Lagopus lagopus alleni,1275.0
Lagopus muta,1276.0
Lagopus muta hyperborea,1277.0
Lagopus muta muta,1278.0
Lagopus muta millaisi,1279.0
Lagopus muta pyrenaica,1280.0
Lagopus muta helvetica,1281.0
Lagopus muta komensis,1282.0
Lagopus muta pleskei,1283.0
Lagopus muta macrorhyncha,1284.0
Lagopus muta nadezdae,1285.0
Lagopus muta transbaicalica,1286.0
Lagopus muta kraschennikovi,1287.0
Lagopus muta ridgwayi,1288.0
Lagopus muta kurilensis,1289.0
Lagopus muta japonica,1290.0
Lagopus muta evermanni,1291.0
Lagopus muta townsendi,1292.0
Lagopus muta gabrielsoni,1293.0
Lagopus muta sanfordi,1294.0
Lagopus muta chamberlaini,1295.0
Lagopus muta atkhensis,1296.0
Lagopus muta yunaskensis,1297.0
Lagopus muta nelsoni,1298.0
Lagopus muta dixoni,1299.0
Lagopus muta kelloggae,1300.0
Lagopus muta rupestris,1301.0
Lagopus muta saturata,1302.0
Lagopus muta macruros,1303.0
Lagopus muta reinhardi,1304.0
Lagopus muta welchi,1305.0
Lagopus muta islandorum,1306.0
Falcipennis falcipennis,1308.0
Canachites canadensis,1309.0
Canachites canadensis [canadensis Group],1310.0
Canachites canadensis osgoodi,1311.0
Canachites canadensis atratus,1312.0
Canachites canadensis canadensis,1313.0
Canachites canadensis canace,1314.0
Canachites canadensis torridus,1315.0
Canachites canadensis franklinii/isleibi,1316.0
Canachites canadensis isleibi,1317.0
Canachites canadensis franklinii,1318.0
Tetrao urogalloides,1320.0
Tetrao urogalloides urogalloides,1321.0
Tetrao urogalloides kamtschaticus,1322.0
Tetrao urogalloides stegmanni,1323.0
Tetrao urogallus,1324.0
Tetrao urogallus cantabricus,1325.0
Tetrao urogallus aquitanicus,1326.0
Tetrao urogallus crassirostris,1327.0
Tetrao urogallus urogallus,1328.0
Tetrao urogallus kureikensis,1329.0
Tetrao urogallus volgensis,1330.0
Tetrao urogallus uralensis,1331.0
Tetrao urogallus taczanowskii,1332.0
Lyrurus tetrix,1333.0
Lyrurus tetrix britannicus,1334.0
Lyrurus tetrix tetrix,1335.0
Lyrurus tetrix viridanus,1336.0
Lyrurus tetrix tschusii,1337.0
Lyrurus tetrix baikalensis,1338.0
Lyrurus tetrix mongolicus,1339.0
Lyrurus tetrix ussuriensis,1340.0
Lyrurus mlokosiewiczi,1342.0
Rhizothera longirostris,1344.0
Rhizothera dulitensis,1345.0
Perdix hodgsoniae,1346.0
Perdix hodgsoniae sifanica,1347.0
Perdix hodgsoniae caraganae,1348.0
Perdix hodgsoniae hodgsoniae,1349.0
Perdix perdix,1350.0
Perdix perdix perdix,1351.0
Perdix perdix sphagnetorum,1352.0
Perdix perdix armoricana,1353.0
Perdix perdix hispaniensis,1354.0
Perdix perdix lucida,1355.0
Perdix perdix robusta,1356.0
Perdix perdix canescens,1357.0
Perdix dauurica,1358.0
Perdix dauurica dauurica,1359.0
Perdix dauurica suschkini,1360.0
Syrmaticus soemmerringii,1361.0
Syrmaticus soemmerringii scintillans,1362.0
Syrmaticus soemmerringii intermedius,1363.0
Syrmaticus soemmerringii subrufus,1364.0
Syrmaticus soemmerringii soemmerringii,1365.0
Syrmaticus soemmerringii ijimae,1366.0
Syrmaticus reevesii,1367.0
Syrmaticus mikado,1368.0
Syrmaticus ellioti,1369.0
Syrmaticus humiae,1370.0
Syrmaticus humiae humiae,1371.0
Syrmaticus humiae burmanicus,1372.0
Chrysolophus pictus,1373.0
Chrysolophus amherstiae,1374.0
Phasianus colchicus,1376.0
Phasianus colchicus septentrionalis,1377.0
Phasianus colchicus colchicus,1378.0
Phasianus colchicus talischensis,1379.0
Phasianus colchicus persicus,1380.0
Phasianus colchicus turcestanicus,1382.0
Phasianus colchicus mongolicus,1383.0
Phasianus colchicus principalis,1384.0
Phasianus colchicus chrysomelas,1385.0
Phasianus colchicus zerafschanicus,1386.0
Phasianus colchicus zarudnyi,1387.0
Phasianus colchicus bianchii,1388.0
Phasianus colchicus shawii,1389.0
Phasianus colchicus tarimensis,1390.0
Phasianus colchicus hagenbecki,1391.0
Phasianus colchicus edzinensis,1392.0
Phasianus colchicus satscheuensis,1393.0
Phasianus colchicus vlangalii,1394.0
Phasianus colchicus alaschanicus,1395.0
Phasianus colchicus sohokhotensis,1396.0
Phasianus colchicus pallasi,1397.0
Phasianus colchicus karpowi,1398.0
Phasianus colchicus kiangsuensis,1399.0
Phasianus colchicus strauchi,1400.0
Phasianus colchicus suehschanensis,1401.0
Phasianus colchicus elegans,1402.0
Phasianus colchicus decollatus,1403.0
Phasianus colchicus torquatus,1404.0
Phasianus colchicus rothschildi,1405.0
Phasianus colchicus takatsukasae,1406.0
Phasianus colchicus formosanus,1407.0
Phasianus versicolor,1408.0
Phasianus versicolor versicolor,1409.0
Phasianus versicolor tanensis,1410.0
Phasianus versicolor robustipes,1411.0
Catreus wallichii,1412.0
Crossoptilon harmani,1413.0
Crossoptilon crossoptilon,1414.0
Crossoptilon crossoptilon drouynii,1415.0
Crossoptilon crossoptilon dolani,1416.0
Crossoptilon crossoptilon crossoptilon,1417.0
Crossoptilon crossoptilon lichiangense,1418.0
Crossoptilon mantchuricum,1421.0
Crossoptilon auritum,1422.0
Lophura edwardsi,1423.0
Lophura swinhoii,1424.0
Lophura bulweri,1425.0
Lophura leucomelanos,1426.0
Lophura leucomelanos hamiltonii,1427.0
Lophura leucomelanos leucomelanos,1428.0
Lophura leucomelanos melanota,1429.0
Lophura leucomelanos moffitti,1430.0
Lophura leucomelanos lathami,1431.0
Lophura leucomelanos williamsi,1432.0
Lophura leucomelanos oatesi,1433.0
Lophura leucomelanos lineata,1434.0
Lophura leucomelanos crawfurdii,1435.0
Lophura nycthemera,1436.0
Lophura nycthemera occidentalis,1437.0
Lophura nycthemera rufipes,1438.0
Lophura nycthemera ripponi,1439.0
Lophura nycthemera jonesi,1440.0
Lophura nycthemera omeiensis,1441.0
Lophura nycthemera rongjiangensis,1442.0
Lophura nycthemera beaulieui,1443.0
Lophura nycthemera nycthemera,1444.0
Lophura nycthemera whiteheadi,1445.0
Lophura nycthemera fokiensis,1446.0
Lophura nycthemera berliozi,1447.0
Lophura nycthemera beli,1448.0
Lophura nycthemera engelbachi,1449.0
Lophura nycthemera lewisi,1450.0
Lophura nycthemera annamensis,1451.0
Lophura erythrophthalma,1454.0
Lophura pyronota,1455.0
Lophura diardi,1456.0
Lophura inornata,1457.0
Lophura inornata hoogerwerfi,1458.0
Lophura inornata inornata,1459.0
Lophura rufa,1461.0
Lophura ignita,1462.0
Lophura ignita ignita,1463.0
Lophura ignita nobilis,1464.0
Rheinardia ocellata,1465.0
Rheinardia nigrescens,1466.0
Argusianus argus,1467.0
Argusianus argus argus,1468.0
Argusianus argus grayi,1469.0
Afropavo congensis,1470.0
Pavo cristatus,1471.0
Pavo muticus,1473.0
Pavo muticus spicifer,1474.0
Pavo muticus imperator,1475.0
Pavo muticus muticus,1476.0
Tropicoperdix chloropus,1478.0
Tropicoperdix chloropus tonkinensis,1479.0
Tropicoperdix chloropus [chloropus Group],1480.0
Tropicoperdix chloropus chloropus,1481.0
Tropicoperdix chloropus peninsularis,1482.0
Tropicoperdix chloropus merlini,1483.0
Tropicoperdix chloropus vivida,1484.0
Tropicoperdix chloropus olivacea,1485.0
Tropicoperdix chloropus cognacqi,1486.0
Tropicoperdix charltonii,1488.0
Tropicoperdix charltonii charltonii,1489.0
Tropicoperdix charltonii atjenensis,1490.0
Tropicoperdix graydoni,1491.0
Haematortyx sanguiniceps,1493.0
Galloperdix spadicea,1494.0
Galloperdix spadicea caurina,1495.0
Galloperdix spadicea spadicea,1496.0
Galloperdix spadicea stewarti,1497.0
Galloperdix lunulata,1498.0
Galloperdix bicalcarata,1500.0
Polyplectron napoleonis,1501.0
Polyplectron schleiermacheri,1502.0
Polyplectron malacense,1503.0
Polyplectron germaini,1504.0
Polyplectron katsumatae,1505.0
Polyplectron bicalcaratum,1506.0
Polyplectron inopinatum,1511.0
Polyplectron chalcurum,1512.0
Polyplectron chalcurum scutulatum,1513.0
Polyplectron chalcurum chalcurum,1514.0
Bambusicola fytchii,1516.0
Bambusicola fytchii hopkinsoni,1517.0
Bambusicola fytchii fytchii,1518.0
Bambusicola thoracicus,1519.0
Bambusicola sonorivox,1520.0
Gallus varius,1521.0
Gallus gallus,1522.0
Gallus gallus murghi,1523.0
Gallus gallus spadiceus,1524.0
Gallus gallus jabouillei,1525.0
Gallus gallus gallus,1526.0
Gallus gallus bankiva,1527.0
Gallus sonneratii,1529.0
Gallus lafayettii,1530.0
Peliperdix lathami,1531.0
Peliperdix lathami lathami,1532.0
Peliperdix lathami schubotzi,1533.0
Ortygornis sephaena,1534.0
Ortygornis sephaena rovuma,1535.0
Ortygornis sephaena [sephaena Group],1536.0
Ortygornis sephaena grantii,1537.0
Ortygornis sephaena spilogaster,1538.0
Ortygornis sephaena sephaena,1539.0
Ortygornis sephaena zambesiae,1540.0
Ortygornis pondicerianus,1541.0
Ortygornis pondicerianus mecranensis,1542.0
Ortygornis pondicerianus interpositus,1543.0
Ortygornis pondicerianus pondicerianus,1544.0
Ortygornis gularis,1545.0
Francolinus pintadeanus,1546.0
Francolinus pintadeanus phayrei,1547.0
Francolinus pintadeanus pintadeanus,1548.0
Francolinus francolinus,1549.0
Francolinus francolinus francolinus/arabistanicus,1550.0
Francolinus francolinus francolinus,1551.0
Francolinus francolinus arabistanicus,1552.0
Francolinus francolinus [henrici Group],1553.0
Francolinus francolinus bogdanovi,1554.0
Francolinus francolinus henrici,1555.0
Francolinus francolinus asiae,1556.0
Francolinus francolinus melanonotus,1557.0
Francolinus pictus,1558.0
Francolinus pictus pallidus,1559.0
Francolinus pictus pictus,1560.0
Francolinus pictus watsoni,1561.0
Campocolinus coqui,1562.0
Campocolinus coqui [hubbardi Group],1563.0
Campocolinus coqui spinetorum,1564.0
Campocolinus coqui maharao,1565.0
Campocolinus coqui hubbardi,1566.0
Campocolinus coqui coqui,1567.0
Campocolinus albogularis,1568.0
Campocolinus albogularis albogularis/buckleyi,1569.0
Campocolinus albogularis albogularis,1570.0
Campocolinus albogularis buckleyi,1571.0
Campocolinus albogularis dewittei,1572.0
Campocolinus schlegelii,1573.0
Scleroptila streptophora,1574.0
Scleroptila levaillantii,1575.0
Scleroptila levaillantii kikuyuensis,1576.0
Scleroptila levaillantii levaillantii,1577.0
Scleroptila finschi,1578.0
Scleroptila psilolaema,1580.0
Scleroptila elgonensis,1581.0
Scleroptila afra,1582.0
Scleroptila gutturalis,1583.0
Scleroptila gutturalis gutturalis/lorti,1584.0
Scleroptila gutturalis gutturalis,1585.0
Scleroptila gutturalis lorti,1586.0
Scleroptila gutturalis jugularis,1587.0
Scleroptila gutturalis levalliantoides,1588.0
Scleroptila shelleyi,1590.0
Scleroptila whytei,1591.0
Tetraogallus tibetanus,1592.0
Tetraogallus tibetanus tibetanus,1593.0
Tetraogallus tibetanus przewalskii,1594.0
Tetraogallus tibetanus aquilonifer,1595.0
Tetraogallus tibetanus henrici,1596.0
Tetraogallus altaicus,1597.0
Tetraogallus caucasicus,1598.0
Tetraogallus caspius,1599.0
Tetraogallus caspius caspius,1600.0
Tetraogallus caspius semenowtianschanskii,1601.0
Tetraogallus himalayensis,1602.0
Tetraogallus himalayensis sewerzowi,1603.0
Tetraogallus himalayensis incognitus,1604.0
Tetraogallus himalayensis himalayensis,1605.0
Tetraogallus himalayensis grombczewskii,1606.0
Tetraogallus himalayensis koslowi,1607.0
Ammoperdix griseogularis,1609.0
Ammoperdix heyi,1610.0
Ammoperdix heyi heyi,1611.0
Ammoperdix heyi nicolli,1612.0
Ammoperdix heyi cholmleyi,1613.0
Ammoperdix heyi intermedius,1614.0
Synoicus ypsilophorus,1615.0
Synoicus ypsilophorus raaltenii,1616.0
Synoicus ypsilophorus pallidior,1617.0
Synoicus ypsilophorus saturatior,1618.0
Synoicus ypsilophorus lamonti,1619.0
Synoicus ypsilophorus dogwa,1620.0
Synoicus ypsilophorus plumbeus,1621.0
Synoicus ypsilophorus monticola,1622.0
Synoicus ypsilophorus mafulu,1623.0
Synoicus ypsilophorus australis,1624.0
Synoicus ypsilophorus ypsilophorus,1625.0
Synoicus monorthonyx,1626.0
Synoicus chinensis,1627.0
Synoicus chinensis chinensis,1628.0
Synoicus chinensis trinkutensis,1629.0
Synoicus chinensis lineatus,1630.0
Synoicus chinensis novaeguineae,1631.0
Synoicus chinensis papuensis,1632.0
Synoicus chinensis lepidus,1633.0
Synoicus chinensis colletti,1634.0
Synoicus chinensis victoriae,1635.0
Synoicus adansonii,1636.0
Margaroperdix madagarensis,1637.0
Coturnix coturnix,1638.0
Coturnix japonica,1639.0
Coturnix delegorguei,1640.0
Coturnix delegorguei delegorguei,1641.0
Coturnix delegorguei histrionica,1642.0
Coturnix delegorguei arabica,1643.0
Coturnix coromandelica,1644.0
Coturnix pectoralis,1646.0
Coturnix novaezelandiae,1647.0
Alectoris barbara,1649.0
Alectoris barbara koenigi,1650.0
Alectoris barbara barbara,1651.0
Alectoris barbara spatzi,1652.0
